additional_info,Hotel_Address,City,hotel_facilities,Ratings,Attractions,Hotel_Name,property_type,state
Internet Access Restaurant Swimming Pool,"Small Vagator Beach, Vagator Bardez Goa",Goa,"Swimming Pool Airport Transfer Available   Surcharge Bar   Lounge  Currency Exchange Doctor on Call Laundry Service Available Night Club Non Smoking Rooms Front Desk Locker Facility Major Credit Cards Accepted Welcome Drinks Power Backup Gardens Wake-up Call   Service Pick Up and Drop (Rly Station, Bus Stand, Temple) Smoking Area  Veranda Open Air Restaurant   Dining   Bike on Rent Car Rental Taxi Services Newspapers In Lobby Baggage Room Outdoor Parking - Secured Parking Facility Internet Access Restaurant Fire Safety",0,"Anjuna Area,Anjuna Beach,Morjim Beach,Anjuna Beach Bus Stop,North Goa,Vagator Beach",Antares Beach Resort,Resort,Goa
Internet Access Restaurant Free Internet,"MI Road, Opp Om Towers, next to ICICI Bank ATM",Jaipur,Doctor on Call Dry Cleaning Games Zone Laundry Service Available Library Lobby Non Smoking Rooms Parking Facilities Available Front Desk Locker Facility Local Tour   Travel Desk Major Credit Cards Accepted 24 Hour Front Desk Power Backup Audio - Visual Equipment Wake-up Call   Service Coffee Shop   Cafe Smoking Rooms Veranda  Bike on Rent Car Rental Express Laundry Food Facility Internet Access Free Newspapers In Lobby Family Room RO Water Purification System Outdoor Parking - Secured Parking Facility Internet Access Recreation Zone,2,"Johari Bazar,Jantar Mantar,M I Road,City Palace,Metropolitan Mall,Jaipur Railway Station",Backpacker Panda Jaipur,Hostel,Rajasthan
Room Service Free Internet,"A-23, Sector 51, Near Community Center, Noida",Noida,Laundry Service Available Parking Facilities Available Front Desk Locker Facility 24 Hour Front Desk Medical Assistance Available Welcome Drinks Power Backup Suitable For Children Car Rental Food Facility Internet Access Free Newspapers In Lobby Room Service (24 Hours) Outdoor Parking - Secured Parking Facility Room Service Full Time Operation for All 7 Days Security at All Hotel Entrances,0,"Sector 51,Woven Gold,Worlds of Wonder",Avasa Hotel,Hotel,Uttar Pradesh
,"Village Bhimlat,Dist.Balaghat",Kanha,,1,Mukki Village,Bagh Tola Kanha,Resort,Madhya Pradesh
Room Service,"Chithirapuram P.O Thattathimukku, Anachal, Munnar  Munnar, Chithirapuram, Munnar 685565, India",Munnar,Doctor on Call Lobby Local Tour   Travel Desk Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Medical Assistance Available Air-Conditioning - Central Power Backup Room Service (24 Hours) First-Aid Kit at Front Desk,1,"Spices Market,Chithirapuram",ANNAS HOMESTAY,Homestay,Kerala
,"near hanuman temple,old foot bridge",Alleppey,Doctor on Call,0,"Champakulam Church,Alleppey Railway Station,Others,Alleppey Beach",Antonys Eco Houseboat,Houseboat,Kerala
Room Service Swimming Pool Restaurant Free Internet,"Udaipur Jhadol Road,  Near Nai Gaon, Udaipur",Udaipur,Swimming Pool Bar   Lounge  Doctor on Call Laundry Service Available Lobby Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk 24 Hour Front Desk Power Backup Gardens Internet Access Free Room Service (24 Hours) Outdoor Parking - Secured Parking Facility,3,Lake Pichola Area,Araliayas Resort,Resort,Rajasthan
,"139/C1, Next to G R Tech Park, Pattandur  Agrahara ITPL Main Road, Whitefield,   Bangalore-66",Bangalore,Doctor on Call Laundry Service Available Lobby Front Desk Parking Facility,0,"Ub City Mall,Garuda Mall,Sree Kanteerava Stadium,Chinnaswamy Cricket Stadium,Jawaharlal Nehru Planetarium,Whitefield,Attara Kacheri",Bhagini Residency,Hotel,Karnataka
Room Service Gym Spa Free Internet,"Opp. Brijkishore Homeopathic College,Near Allahabad Bank,Devkali Road,Faizabad",Faizabad,Business Center  Doctor on Call Health Club   Gym Facility Available Laundry Service Available Lobby Parking Facilities Available Front Desk Power Backup Karaoke  Internet Access Free Outdoor Parking - Secured Parking Facility Room Service Suites,1,"Cathedral Church of The Redemption,Parliament House,Devkali Road,Talkatora Stadium,Gurudwara Rakabganj Sahib,Vigyan Bhawan",AP House,Hotel,Uttar Pradesh
,"Nandi Hills, hegedahalli village Banglore",Bangalore,Doctor on Call Parking Facilities Available Power Backup Fire Safety Fire Exit Signs First-Aid Kit at Front Desk,0,Others,Aura Foothills,Homestay,Karnataka
Room Service Swimming Pool Restaurant,"Ayur County Mountain Resorts, Chinnakanal P.O, Munnar",Munnar,Swimming Pool Airport Transfer Available   Surcharge Banquet Facilities Bar   Lounge  Business Center  Disabled Friendly Facilities  Doctor on Call Dry Cleaning Laundry Service Available Lobby Non Smoking Rooms Parking Facilities Available Front Desk Multi Cuisine Restaurant  24 Hour Front Desk Luggage Storage Medical Assistance Available Welcome Drinks Power Backup Conference Facility  Free Local Calls Picnic Area Nature Walk Express Laundry Taxi Services Newspapers In Lobby Room Service (24 Hours)  Cook Services Party hall Parking Facility,3,Chinnakanal,Ayur County,Resort,Kerala
Swimming Pool Room Service Free Internet,"Anjuna German Bakery Road , next to German bakery and curlies shack,Anjuna, Goa",Goa,Swimming Pool Parking Facilities Available Power Backup Internet Access Free Outdoor Parking - Secured Parking Facility Room Service Suites,3,"Anjuna Area,Anjuna Beach,Calangute Beach,Titos lane, baga,Baga Beach,North Goa,Vagator Beach",Bay Luxe,Hotel,Goa
,"689/27 Opposite chand health club,model town",Rohtak,Doctor on Call Parking Facilities Available Power Backup Parking Facility,0,Sector-14,Basera Guest House,Guest House,Haryana
,"Mandarmani, East Medinipur",Mandarmani,Doctor on Call,2,Purba Medinipur,Arya Beach Resort Mandarmani,Resort,West Bengal
Room Service Internet Access Free Internet,"Awas Rd., Near Awas Beach, Alibaug, Maharasthra 402201",Raigad,Doctor on Call Dry Cleaning Parking Facilities Available Front Desk 24 Hour Front Desk Internet Access Free Newspapers In Lobby Room Service (24 Hours) Parking Facility Internet Access Room Service Fire Safety CCTV Public Restrooms,0,Awas,Antiguo Alibaug,Bungalow,Maharashtra
Room Service Restaurant,"N.H.Road, Central Munnar",Munnar,Banquet Facilities Business Center  Doctor on Call Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Power Backup Multi Lingual Staff Conference Facility  Express Laundry Food Facility Newspapers In Lobby Baggage Room Parking Facility,3,"Echo Point,Roman Catholic Church,Sita Devi Lake,Mattupetty dairy farm,Anamudi Peak,Mattupetty Lake and Dam,Power House Waterfall,Main Town,Spices Market",Bellmount Resorts,Resort,Kerala
,"Bagmane Estate, Mallandor P.O 15",Chikmagalur,Doctor on Call Gardens Nature Walk Veranda Transfers Available Village Visit ( Chargeable ) Taxi Services Newspapers In Lobby Guide   Sightseeing Service Outdoor Parking - Secured Parking Facility,1,Mallandur,Bean Stalk Bagmane Homestay,Homestay,Karnataka
Room Service Internet Access,"4D, 4th /Floor, 12B Russel Street",Kolkata,Laundry Service Available Front Desk Luggage Storage Power Backup Wake-up Call   Service Parking Facility Internet Access Room Service,0,,"Banayan Appartment ,Russell Street",Service Apartment,West Bengal
Room Service Free Internet,"Baragarh Villa Baragarh Estate, Village Gurdorh, PO Larenkelo Distt. Kullu Himachal Pradesh",Manali,Doctor on Call Laundry Service Available Parking Facilities Available Front Desk 24 Hour Front Desk Gardens Smoking Area  Transfers Available Internet Access Free Outdoor Parking - Secured Parking Facility Room Service,3,"Chandrakhani Pass,Aleo, Left Bank,Manali 1st Super Market,Vashist Hot Water Springs and Temples",Baragarh Villa,Resort,Himachal Pradesh
Room Service,"VILL DAWADA, NH 21 MANALI  175131",Manali,Parking Facilities Available Front Desk Medical Assistance Available Nature Walk Food Facility Parking Facility Room Service,0,"Others,Arjun Gufa,Naggar,Naggar Village",BAZIRA COTTAGES,Hotel,Himachal Pradesh
Free Internet,"near helipad,cliff beach,varkala",Varkala,Laundry Service Available Parking Facilities Available Front Desk Locker Facility Welcome Drinks Gardens Boating Nature Walk  Bike on Rent Shopping Drop Facility (on fixed timings) Internet Access Free Newspapers In Lobby Spa Services Nearby Outdoor Parking - Secured Parking Facility,0,Kurakkanni Cliff,Ayushi Ayurvedi Retreat,Guest House,Kerala
,palath house po nattika beach Thrissur kerala 680566,Thrissur,Doctor on Call Parking Facilities Available Front Desk Medical Assistance Available Public Restrooms,0,Nattika Beach,AVANTHIKA HOMESTAY,Homestay,Kerala
Room Service Restaurant,"Anna Salai, Near. Bus Stand",Kodaikanal,Doctor on Call Lobby Parking Facilities Available Front Desk Major Credit Cards Accepted 24 Hour Front Desk Medical Assistance Available Power Backup Vegetarian Food   Jain Food Available Village Visit ( Chargeable ) Car Rental Newspapers In Lobby Guide   Sightseeing Service Outdoor Parking - Secured Restaurant Room Service CCTV Porter Services Available Security at All Hotel Entrances,0,"Attuvampatti,St Peters Church,St Marys Church",ASTORIA VEG,Hotel,Tamil Nadu
Room Service,"Kolamb village, Malvan",Malwan,Doctor on Call Lobby Front Desk Local Tour   Travel Desk Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Medical Assistance Available Power Backup Parking Facility Room Service,0,Kolamb Village,Arvind Niwas,Homestay,Maharashtra
Room Service Free Internet,"No.4, E-Road, (Near Omni Bus Stand) Koyambedu",Chennai,Air-Conditioning - Central Internet Access Free Room Service (24 Hours),2,"Chennai International Airport,Koyambedu Private Bus Terminus,AVM Film Studio,Ambattur Estate MTC Bus Depot,Koyambedu,Bus Stop - Koyambedu,Kodambakkam Market,The Forum Vijaya Mall,Wavin Bus Stop",Balaji Residency,Hotel,Tamil Nadu
Room Service,"Near Nehru Enclave , Bari Jugallie Gomti Nagar,",Lucknow,Doctor on Call Parking Facilities Available Front Desk Power Backup Outdoor Parking - Secured Parking Facility Room Service,0,"Divine Heart Hospital,Sahara Hospital,Badshahnagar Railway Station,Bhim Rao Ambedkar Stadium,Shahid Path,Gomti Nagar,,Local-Malhaur,Dr Ram Manhor Lohiya Hospital",Aryan Hotel,Hotel,Uttar Pradesh
,"S.N Junction, Punnamada, Alappuzha",Alleppey,Power Backup Fire Safety,0,"Finishing Point Road,Alleppey Railway Station,Champakulam Church,Alleppey Beach",Bens Houseboats 2 Bed Room A/c DLX (2),Houseboat,Kerala
Room Service Swimming Pool Restaurant Free Internet,"31/1, South Tukoganj  Indore",Indore,Swimming Pool Bar   Lounge  Business Center  Currency Exchange Laundry Service Available Lift   Elevator Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Secretarial Services 24 Hour Front Desk Medical Assistance Available Welcome Drinks Power Backup Conference Facility  Fax Machine Board Room Internet Access Free Newspapers In Lobby Room Service (24 Hours) Outdoor Parking - Secured Parking Facility,4,"Bada Ganpati Temple,Indore Museum,Nehru Stadium,Sukh Niwas Palace,Tukoganj,Krishnapura Chhatris Tomb,Rajwada Palace",Best Western Plus O2,Hotel,Madhya Pradesh
Room Service Restaurant,"77, Jawaharlal Nehru Road, 100, Feet Road, Vadapalani, Chennai - 600 026",Chennai,Doctor on Call Laundry Service Available Multi Cuisine Restaurant  Air-Conditioning - Central Coffee Shop   Cafe Open Air Restaurant   Dining  Room Service (24 Hours),3,"Chennai International Airport,AVM Film Studio,Koyambedu Private Bus Terminus,Royal Thai Consulate - General,Republic Of Indonesia,Vadapalani,Iceland Embassy,e-con Systems India Private Limited,Bus Stop - Koyambedu,Kodambakkam Market,The Forum Vijaya Mall,Consulate Of Singapore,T Nagar Bus Terminus",Aspni Inn,Hotel,Tamil Nadu
Room Service Internet Access Swimming Pool Restaurant Free Internet,"Ranthambore Road, Sawai Madhopur,",Sawai Madhopur,Swimming Pool Bar   Lounge  Business Center  Internet Access - Surcharge Laundry Service Available Lift   Elevator Parking Facilities Available Front Desk Multi Cuisine Restaurant  Locker Facility Power Backup Gardens Transfers Available Internet Access Free Room Service (24 Hours) Outdoor Parking - Secured Parking Facility Room Service Porter Services Available Public Restrooms Speciality Restaurant  Suites,4,"Rameshwaram Dham,Ranthambhor Ganesh Temple,Ranthambhore,Chamatkar Temple","Anuraga Palace, Treehouse Palace Hotel",Hotel,Rajasthan
Room Service,"ASHTAMI RESORT,Meenangadi MEPPRIKUNU",Wayanad,Parking Facilities Available Front Desk Locker Facility Power Backup Room Service (24 Hours),0,Kalpetta,ASHTAMI RESORT,Resort,Kerala
,"Plot no. 30, Vijayanagaram Colony, Bhelupur, Varanasi, 221010",Varanasi,Doctor on Call Front Desk,1,"Bharat Mata Temple,Tulsi Ghat,Bhelupur,Jantar Mantar",Azure Guest House,Guest House,Uttar Pradesh
Room Service,"10/4B, Metha Layout ,Masakalipalayam road,Peelamedu, Hopes",Coimbatore,Doctor on Call Local Tour   Travel Desk Doorman Power Backup Porter   Bellhop Transfers Available Extra Person   Child - Share the same room Family Room Outdoor Parking - Secured Room Service Fire Safety Fire Exit Signs First-Aid Kit at Front Desk,0,"Avinashi Road,Coimbatore International Airport,Town Bus Stand,Brookefields Mall,Central Cinema",Arul Nakshatra Service Apartment,Service Apartment,Tamil Nadu
Room Service,"No 48/1114, E V R Periyar High Road, Park Town, Chennai - 600003, Periamet",Chennai,Doctor on Call Power Backup Wake-up Call   Service Nature Walk Veranda Parking Facility Room Service,0,"Chennai Egmore Station,Government Museum,Others,Nehru Stadium,Fort St George",BAVA LODGE,Lodge,Tamil Nadu
Room Service Gym Spa Swimming Pool Restaurant,"Plot no. 15, 24, 25 and 26, Survey no. 64, Sector-1, Huda Techno enclave, Madhapur, Hyderabad - 500081",Hyderabad,Swimming Pool Banquet Facilities Bar   Lounge  Currency Exchange Doctor on Call Dry Cleaning Health Club   Gym Facility Available Parking Facilities Available Multi Cuisine Restaurant  Locker Facility Secretarial Services Local Tour   Travel Desk Major Credit Cards Accepted Conference Facility  Spa Services Nearby,5,"Secunderabad Railway Station,Charminar,Bus Stand,Nampally Railway station,Golkonda Fort,Shopping Centre,Ragiv Gandhi International,Metro Railway Station,Movie Theatres,Tech park,Shilparamam,Hi-Tech City,Durgam Cheruvu,Cyber Tower,Inorbit Mall",Avasa Hotel,Hotel,Andhra Pradesh
,"B- 201 and 301 ,  Jeevan Vijay CHS, Dr Charat Singh Colony, Behind Dragon Fly Hotel, Near Jyoti Dwelling, Chakala, Andheri",Mumbai,Laundry Service Available Parking Facilities Available Front Desk,0,"Chhatrapati Shivaji International Airport,Andheri","Arista Service Apartments,Andheri",Service Apartment,Maharashtra
Room Service Internet Access Restaurant,"D-160,Kabir Marg,Bani Park,Near Collectreat Circle",Jaipur,Business Center  Internet Access - Surcharge Laundry Service Available Lobby Parking Facilities Available Front Desk Multi Cuisine Restaurant  Local Tour   Travel Desk Car Rental Guide   Sightseeing Service,0,"City Palace,Jantar Mantar,Triton Mall,Bani Park,Jaipur Railway Station",Chit Chat Palace,Hotel,Rajasthan
Room Service Internet Access Swimming Pool Restaurant,Calangute Candolim Beach Road Goa 403516 Near Plaintain Leaf Restaurant,Goa,Swimming Pool Bar   Lounge  Internet Access - Surcharge Parking Facilities Available Multi Cuisine Restaurant  Gardens Outdoor Parking - Secured Parking Facility Room Service,2,"Candolim Bus Stop,Sinquerim Beach,Calangute Beach,Titos lane, baga,Baga Beach,Calangute Area,North Goa,Calangute Bus Stand,Candolim Beach",Calangute Alcove Luxury Apartment,Service Apartment,Goa
Room Service,"515 E, New Shahupuri, Station road",Kolhapur,Laundry Service Available Parking Facilities Available Front Desk Parking Facility Room Service,1,"New Shahupuri,Major Dhyanchand Hockey Stadium,New Palace,Chhatrapati Shahu Stadium",Chalukya Deluxe,Lodge,Maharashtra
Room Service Free Internet,"Small vagator,orzan road,opp foot ball ground,bardez,goa",Goa,Laundry Service Available Locker Facility Gardens Internet Access Free Parking Facility Room Service Public Restrooms,0,"Vagator Area,Anjuna Beach,Morjim Beach,North Goa,Anjuna Beach Bus Stop,Vagator Beach",Brisa Do Mar,Hotel,Goa
Room Service Internet Access Free Internet,"C-68, Block-C, South City, Part-I, Near Huda City Metro Station, Sector 41, Gurgaon",Gurgaon,Airport Transfer Available   Surcharge Doctor on Call Dry Cleaning Internet Access - Surcharge Laundry Service Available Parking Facilities Available Front Desk Locker Facility Major Credit Cards Accepted 24 Hour Front Desk Luggage Storage Medical Assistance Available Welcome Drinks Power Backup Exhibit Space Wake-up Call   Service Smoking Rooms Car Rental Express Laundry Taxi Services Internet Access Free Newspapers In Lobby Family Room Room Service (24 Hours) Air   Rail Booking STD   ISD Baggage Room Courier Service Parking Facility,0,"Sector 41,Huda Gymkhana Club,Star Mall,Amity International School",Blooms 1,Guest House,Haryana
